IdRegistro,Fecha,Mes,Hogar,TipoVivienda,ZonaClimatica,DispositivosActivos,ConsumoBase_kWh,ConsumoExtra_kWh,Tarifa,Precio_kWh,CosteDiario,PicoDemanda
27643,2024-03-25,3,H025,Piso,Centro,6.0,4.2,1.93,C,0.23,,No
27644,2024-01-15,1,H027,Piso,Centro,6.0,4.56,1.91,A,0.2,1.29,No
27645,2024-09-04,9,H052,Chalet,Centro,11.0,6.65,2.54,B,0.18,1.65,Sí
27646,2024-11-07,11,H011,Piso,Norte,7.0,2.99,3.08,A,0.2,1.21,No
27647,2024-10-09,10,H014,Piso,Costa,6.0,3.48,1.73,A,0.2,1.04,No
27648,2024-01-02,1,H017,Piso,Centro,7.0,4.21,2.93,B,0.18,1.29,No
27649,2024-03-14,3,H054,Piso,Sur,10.0,4.11,2.61,C,0.23,1.55,No
27650,2024-03-04,3,H015,Piso,Centro,6.0,2.23,1.7,A,0.2,0.79,No
27651,2024-09-17,9,H046,Adosado,Centro,,5.43,1.9,B,0.18,1.32,No
27652,2024-12-12,12,H051,Piso,Sur,6.0,3.85,2.99,B,0.18,1.23,No
27653,2024-11-19,11,H031,Chalet,Costa,12.0,7.48,2.32,B,0.18,1.76,No
27654,2024-08-26,8,H034,Adosado,Sur,9.0,5.28,2.37,B,0.18,1.38,No
27655,2024-12-02,12,H036,Chalet,Centro,,7.46,1.99,B,0.18,1.7,No
27656,2024-12-06,12,H057,Piso,Costa,7.0,2.56,1.67,B,0.18,0.76,Sí
27657,2024-10-05,10,H040,Piso,Sur,7.0,3.91,2.37,A,0.2,1.26,No
27658,2024-12-18,12,H044,Adosado,Sur,9.0,5.77,3.45,B,0.18,1.66,Sí
27659,2024-07-19,7,H013,Adosado,Centro,10.0,5.81,2.07,A,0.2,1.58,No
27660,2024-10-19,10,H055,Adosado,Sur,9.0,6.03,3.06,A,0.2,1.82,No
27661,2024-10-12,10,H018,Chalet,Norte,15.0,8.95,4.35,A,0.2,2.66,No
27662,2024-08-08,8,H017,Piso,Sur,7.0,4.34,2.28,A,0.2,1.32,No
27663,2024-06-10,6,H045,Chalet,Norte,13.0,8.7,2.8,A,0.2,2.3,Sí
27664,2024-07-01,7,H044,Chalet,Centro,10.0,6.83,4.12,A,0.2,2.19,No
27665,2024-09-21,9,H039,Chalet,Centro,11.0,6.67,2.15,B,0.18,1.59,No
27666,2024-05-11,5,H028,Chalet,Centro,12.0,7.08,1.65,C,0.23,2.01,No
27667,2024-11-17,11,H026,Piso,Norte,,4.96,2.65,C,0.23,1.75,No
27668,2024-04-29,4,H048,Piso,Norte,6.0,3.43,3.47,C,0.23,1.59,Sí
27669,2024-08-06,8,H014,Chalet,Costa,12.0,8.09,2.09,B,0.18,,No
27670,2024-06-08,6,H037,Piso,Norte,7.0,4.01,6.41,C,0.23,2.4,No
27671,2024-10-26,10,H011,Piso,Sur,5.0,3.51,2.99,A,0.2,1.3,No
27672,2024-04-18,4,H032,Adosado,Costa,10.0,6.46,1.38,B,0.18,1.41,Sí
27673,2024-08-25,8,H024,Piso,Costa,5.0,4.66,3.59,C,0.23,1.9,No
27674,2024-10-19,10,H053,Estudio,Centro,4.0,2.89,2.82,C,0.23,1.31,No
27675,2024-03-07,3,H058,Piso,Centro,5.0,3.09,1.96,A,0.2,1.01,No
27676,2024-11-11,11,H053,Chalet,Centro,10.0,9.66,2.18,B,0.18,2.13,No
27677,2024-07-05,7,H031,Chalet,Norte,12.0,6.72,5.27,B,0.18,2.16,No
27678,2024-02-05,2,H040,Chalet,Sur,15.0,7.84,3.72,C,0.23,2.66,Sí
27679,2024-02-18,2,H041,Adosado,Sur,8.0,6.21,2.38,B,0.18,1.55,No
27680,2024-09-12,9,H050,Piso,Centro,7.0,3.59,3.83,A,0.2,1.48,No
27681,2024-04-16,4,H008,Piso,Costa,8.0,4.23,,B,0.18,1.02,No
27682,2024-01-08,1,H039,Piso,Norte,8.0,4.4,3.07,C,0.23,1.72,No
27683,2024-08-23,8,H008,Piso,Centro,5.0,3.1,2.35,C,0.23,1.25,No
27684,2024-06-26,6,H047,Estudio,Centro,4.0,3.98,2.14,A,0.2,1.22,No
27685,2024-08-29,8,H031,Piso,Norte,7.0,5.54,4.28,A,0.2,1.96,No
27686,2024-02-10,2,H019,Piso,Centro,9.0,4.16,1.82,B,0.18,1.08,No
27687,2024-12-22,12,H036,Adosado,Norte,7.0,4.79,2.94,A,0.2,1.55,Sí
27688,2024-09-01,9,H039,Piso,Centro,7.0,3.64,,B,0.18,1.03,No
27689,2024-04-22,4,H032,Adosado,Norte,8.0,5.17,2.69,B,0.18,1.41,No
27690,2024-12-30,12,H021,Piso,Norte,7.0,4.72,5.41,B,0.18,1.82,No
27691,2024-09-12,9,H023,Piso,Centro,6.0,3.16,1.72,B,0.18,0.88,No
27692,2024-06-14,6,H054,Chalet,Sur,,7.02,5.59,B,0.18,2.27,No
27693,2024-12-07,12,H036,Chalet,Centro,14.0,7.26,6.63,C,0.23,3.19,No
27694,2024-03-18,3,H015,Piso,Centro,6.0,4.54,2.17,A,0.2,1.34,No
27695,2024-07-25,7,H002,Adosado,Centro,9.0,6.96,3.52,A,0.2,2.1,No
27696,2024-11-06,11,H012,Piso,Sur,7.0,3.63,4.11,B,0.18,1.39,No
27697,2024-12-31,12,H038,Piso,Sur,5.0,4.97,2.11,A,0.2,,Sí
27698,2024-07-14,7,H006,Chalet,Costa,14.0,5.65,2.01,B,0.18,1.38,No
27699,2024-11-16,11,H046,Adosado,Costa,9.0,5.28,1.48,B,0.18,1.22,No
27700,2024-03-04,3,H038,Piso,Sur,5.0,3.01,3.53,A,0.2,1.31,No
27701,2024-05-19,5,H001,Adosado,Norte,8.0,5.08,2.57,A,0.2,1.53,No
27702,2024-02-11,2,H038,Adosado,Norte,9.0,5.44,3.38,A,0.2,1.76,No
27703,2024-11-01,11,H050,Piso,Centro,6.0,2.61,3.33,C,0.23,1.37,No
27704,2024-07-27,7,H026,Piso,Sur,9.0,5.43,3.0,B,0.18,1.52,No
27705,2024-10-30,10,H053,Estudio,Norte,7.0,2.76,3.89,B,0.18,1.2,No
27706,2024-03-13,3,H048,Piso,Centro,6.0,3.61,2.71,C,0.23,1.45,Sí
27707,2024-06-01,6,H023,Piso,Centro,8.0,3.34,3.55,C,0.23,1.58,Sí
27708,2024-05-14,5,H058,Adosado,Norte,9.0,6.2,3.75,C,0.23,2.29,No
27709,2024-12-27,12,H001,Chalet,Sur,11.0,7.84,2.12,C,0.23,2.29,Sí
27710,2024-09-20,9,H021,Piso,Centro,7.0,4.37,3.4,C,0.23,1.79,No
27711,2024-08-03,8,H057,Piso,Norte,7.0,4.32,2.97,B,0.18,1.31,No
27712,2024-07-27,7,H019,Adosado,Norte,9.0,5.71,3.22,B,0.18,1.61,Sí
27713,2024-07-22,7,H029,Piso,Sur,6.0,3.49,2.38,B,0.18,1.06,No
27714,2024-04-19,4,H050,Piso,Norte,7.0,4.28,4.99,B,0.18,1.67,No
27715,2024-01-31,1,H026,Estudio,Norte,4.0,3.71,4.74,C,0.23,1.94,No
27716,2024-01-12,1,H034,Chalet,Centro,12.0,6.55,1.59,A,0.2,1.63,No
27717,2024-05-06,5,H051,Piso,Sur,6.0,4.3,2.83,A,0.2,1.43,No
27718,2024-11-08,11,H017,Adosado,Norte,10.0,5.55,3.72,A,0.2,1.85,No
27719,2024-07-12,7,H018,Chalet,Norte,12.0,7.16,3.31,A,0.2,2.09,Sí
27720,2024-05-19,5,H054,Piso,Sur,6.0,4.84,2.47,C,0.23,1.68,No
27721,2024-01-27,1,H032,Adosado,Centro,7.0,6.16,1.53,A,0.2,1.54,No
27722,2024-02-15,2,H056,Piso,Costa,8.0,3.53,3.46,A,0.2,,No
27723,2024-05-14,5,H004,Estudio,Norte,5.0,3.53,3.33,A,0.2,1.37,No
27724,2024-11-12,11,H030,Piso,Costa,8.0,4.48,1.85,C,0.23,,No
27725,2024-02-27,2,H031,Chalet,Norte,13.0,8.45,3.21,A,0.2,2.33,No
27726,2024-01-13,1,H018,Estudio,Centro,5.0,3.03,8.93,C,0.23,2.75,No
27727,2024-04-09,4,H005,Piso,Sur,7.0,4.15,2.48,B,0.18,1.19,No
27728,2024-02-18,2,H032,Chalet,Sur,11.0,9.31,3.89,C,0.23,3.04,No
27729,2024-10-17,10,H029,Adosado,Sur,12.0,5.51,2.86,B,0.18,1.51,No
27730,2024-04-03,4,H012,Chalet,Costa,13.0,6.27,2.54,A,0.2,1.76,No
27731,2024-04-04,4,H015,Piso,Centro,7.0,3.12,1.63,B,0.18,0.86,Sí
27732,2024-05-24,5,H015,Piso,Sur,5.0,4.32,3.95,A,0.2,1.65,No
27733,2024-03-12,3,H035,Chalet,Norte,13.0,8.15,2.79,A,0.2,2.19,No
27734,2024-01-10,1,H053,Chalet,Centro,12.0,6.45,3.0,C,0.23,2.17,Sí
27735,2024-06-10,6,H035,Piso,Norte,7.0,3.95,2.65,A,0.2,1.32,No
27736,2024-08-01,8,H043,Piso,Centro,11.0,4.65,1.94,C,0.23,1.52,Sí
27737,2024-01-04,1,H052,Piso,Costa,10.0,3.53,2.2,A,0.2,1.15,No
27738,2024-08-11,8,H053,Piso,Centro,6.0,3.81,1.95,C,0.23,1.32,No
27739,2024-01-29,1,H014,Adosado,Sur,7.0,5.11,3.14,A,0.2,1.65,No
27740,2024-10-28,10,H039,Piso,Norte,10.0,2.8,3.44,C,0.23,1.44,No
27741,2024-07-21,7,H018,Piso,Centro,6.0,3.3,2.13,A,0.2,1.09,Sí
27742,2024-03-17,3,H038,Adosado,Norte,8.0,5.54,3.81,B,0.18,1.68,No
27743,2024-02-28,2,H022,Adosado,Norte,7.0,5.42,3.04,B,0.18,1.52,No
27744,2024-07-14,7,H038,Adosado,Costa,9.0,5.51,1.57,B,0.18,1.27,No
27745,2024-11-17,11,H055,Adosado,Sur,8.0,6.87,2.19,B,0.18,1.63,No
27746,2024-04-16,4,H011,Adosado,Sur,8.0,4.83,3.35,A,0.2,1.64,Sí
27747,2024-12-07,12,H003,Adosado,Norte,7.0,4.34,3.21,C,0.23,1.74,No
27748,2024-01-09,1,H053,Piso,Sur,8.0,5.02,2.61,B,0.18,1.37,No
27749,2024-01-20,1,H014,Piso,Norte,7.0,4.68,4.09,C,0.23,2.02,No
27750,2024-05-28,5,H044,Piso,Sur,8.0,4.09,4.2,A,0.2,1.66,No
27751,2024-01-17,1,H025,Piso,Sur,9.0,3.23,2.3,C,0.23,1.27,No
27752,2024-01-12,1,H014,Piso,Sur,8.0,4.28,4.92,C,0.23,2.12,No
27753,2024-03-22,3,H047,Adosado,Sur,11.0,5.8,2.38,A,0.2,1.64,No
27754,2024-03-07,3,H031,Chalet,Norte,14.0,7.93,4.03,A,0.2,2.39,No
27755,2024-05-12,5,H025,Adosado,Norte,9.0,6.37,,B,0.18,1.82,No
27756,2024-02-22,2,H055,Piso,Centro,6.0,4.3,1.55,C,0.23,1.35,No
27757,2024-07-24,7,H041,Piso,Sur,6.0,3.31,3.27,B,0.18,1.18,Sí
27758,2024-08-20,8,H019,Chalet,Centro,11.0,6.99,2.55,B,0.18,1.72,No
27759,2024-02-23,2,H012,Chalet,Sur,12.0,7.74,5.11,C,0.23,2.96,Sí
27760,2024-03-08,3,H007,Adosado,Norte,10.0,5.61,2.73,B,0.18,1.5,No
27761,2024-10-17,10,H049,Estudio,Sur,4.0,2.63,3.1,B,0.18,1.03,No
27762,2024-12-09,12,H014,Piso,Costa,,3.06,2.48,A,0.2,1.11,No
27763,2024-06-17,6,H029,Chalet,Centro,11.0,7.29,2.68,C,0.23,2.29,No
27764,2024-06-09,6,H047,Piso,Norte,7.0,4.22,3.09,A,0.2,1.46,Sí
27765,2024-01-15,1,H014,Piso,Sur,9.0,5.47,3.97,C,0.23,2.17,No
27766,2024-07-09,7,H023,Adosado,Costa,7.0,5.49,3.11,A,0.2,1.72,No
27767,2024-01-15,1,H051,Estudio,Centro,4.0,2.1,,C,0.23,1.15,No
27768,2024-10-13,10,H051,Chalet,Centro,12.0,7.64,2.15,B,0.18,1.76,Sí
27769,2024-12-28,12,H014,Piso,Centro,7.0,4.36,2.84,A,0.2,1.44,No
27770,2024-01-10,1,H023,Piso,Norte,7.0,2.53,2.92,C,0.23,1.25,No
27771,2024-02-26,2,H008,Adosado,Centro,10.0,5.72,1.87,B,0.18,1.37,Sí
27772,2024-07-17,7,H013,Estudio,Centro,4.0,2.9,1.81,A,0.2,0.94,No
27773,2024-06-09,6,H036,Adosado,Centro,8.0,5.04,1.57,B,0.18,1.19,No
27774,2024-09-19,9,H044,Chalet,Norte,10.0,7.54,2.76,B,0.18,1.85,No
27775,2024-09-09,9,H001,Chalet,Centro,10.0,6.2,2.32,C,0.23,1.96,Sí
27776,2024-04-28,4,H037,Adosado,Centro,7.0,5.42,3.72,A,0.2,1.83,No
27777,2024-03-20,3,H026,Estudio,Centro,4.0,2.61,1.7,C,0.23,0.99,No
27778,2024-05-03,5,H004,Estudio,Costa,6.0,2.67,1.53,A,0.2,0.84,No
27779,2024-11-08,11,H016,Chalet,Costa,12.0,7.21,3.92,C,0.23,2.56,No
27780,2024-03-12,3,H025,Piso,Sur,8.0,3.59,2.73,C,0.23,1.45,No
27781,2024-06-16,6,H019,Piso,Norte,7.0,3.75,2.53,B,0.18,1.13,No
27782,2024-10-10,10,H020,Piso,Costa,6.0,3.5,1.41,C,0.23,1.13,Sí
27783,2024-02-05,2,H026,Piso,Sur,5.0,4.25,4.58,B,0.18,1.59,No
27784,2024-11-07,11,H051,Piso,Centro,7.0,3.8,2.52,A,0.2,1.26,Sí
27785,2024-06-23,6,H032,Adosado,Costa,10.0,5.41,1.83,A,0.2,1.45,No
27786,2024-07-17,7,H003,Adosado,Norte,9.0,4.36,3.46,B,0.18,1.41,No
27787,2024-04-25,4,H048,Piso,Sur,7.0,2.85,2.1,A,0.2,0.99,No
27788,2024-11-10,11,H007,Piso,Norte,6.0,3.99,4.31,A,0.2,1.66,No
27789,2024-08-07,8,H032,Estudio,Centro,6.0,1.05,3.41,C,0.23,1.03,Sí
27790,2024-03-06,3,H005,Piso,Norte,8.0,4.68,4.07,B,0.18,1.58,Sí
27791,2024-09-21,9,H021,Chalet,Centro,10.0,8.15,2.54,B,0.18,1.92,No
27792,2024-05-13,5,H030,Piso,Centro,6.0,4.42,2.31,C,0.23,1.55,No
27793,2024-04-28,4,H020,Piso,Centro,7.0,3.01,1.87,A,0.2,0.98,No
27794,2024-05-01,5,H058,Chalet,Norte,13.0,6.14,4.62,B,0.18,1.94,No
27795,2024-11-16,11,H029,Chalet,Norte,12.0,7.42,2.66,B,0.18,1.81,No
27796,2024-03-27,3,H024,Chalet,Sur,12.0,6.27,3.51,C,0.23,2.25,Sí
27797,2024-10-15,10,H001,Piso,Norte,5.0,4.41,,B,0.18,,No
27798,2024-05-16,5,H043,Piso,Sur,5.0,4.42,2.29,C,0.23,1.54,No
27799,2024-02-22,2,H025,Chalet,Norte,11.0,8.32,4.75,C,0.23,3.01,No
27800,2024-07-23,7,H027,Piso,Sur,7.0,3.69,2.93,B,0.18,1.19,No
27801,2024-12-13,12,H025,Estudio,Sur,5.0,2.87,2.14,A,0.2,1.0,No
27802,2024-02-20,2,H059,Piso,Sur,5.0,3.89,3.39,B,0.18,1.31,No
27803,2024-11-22,11,H021,Piso,Costa,5.0,2.76,,A,0.2,1.05,No
27804,2024-02-09,2,H017,Piso,Costa,8.0,3.05,1.55,B,0.18,0.83,No
27805,2024-09-06,9,H028,Chalet,Norte,13.0,7.78,3.27,A,0.2,2.21,Sí
27806,2024-08-05,8,H032,Piso,Centro,7.0,4.39,,B,0.18,1.39,No
27807,2024-06-27,6,H044,Piso,Norte,8.0,4.23,3.07,C,0.23,1.68,No
27808,2024-02-08,2,H050,Chalet,Norte,11.0,6.91,,B,0.18,1.82,No
27809,2024-07-01,7,H034,Estudio,Centro,4.0,2.93,3.19,B,0.18,1.1,No
27810,2024-08-11,8,H022,Adosado,Norte,11.0,6.91,3.25,B,0.18,1.83,No
27811,2024-06-12,6,H042,Adosado,Centro,8.0,5.6,1.86,B,0.18,1.34,No
27812,2024-08-21,8,H057,Piso,Sur,7.0,5.04,2.89,B,0.18,1.43,No
27813,2024-07-11,7,H019,Adosado,Sur,9.0,5.47,3.79,B,0.18,1.67,No
27814,2024-03-25,3,H048,Adosado,Centro,12.0,5.15,1.93,C,0.23,1.63,No
27815,2024-08-30,8,H008,Piso,Centro,7.0,3.99,4.06,A,0.2,1.61,No
27816,2024-06-21,6,H002,Piso,Norte,6.0,3.69,2.99,B,0.18,1.2,No
27817,2024-02-06,2,H005,Chalet,Costa,12.0,7.03,1.21,C,0.23,1.9,No
27818,2024-03-27,3,H028,Piso,Costa,6.0,3.8,2.91,B,0.18,1.21,No
27819,2024-05-08,5,H004,Piso,Centro,,3.66,2.46,B,0.18,1.1,No
27820,2024-07-12,7,H053,Piso,Centro,6.0,5.31,4.89,A,0.2,2.04,No
27821,2024-11-14,11,H036,Chalet,Norte,12.0,7.79,3.89,A,0.2,2.34,No
27822,2024-02-12,2,H001,Adosado,Sur,,5.72,2.52,B,0.18,1.48,No
27823,2024-12-21,12,H015,Estudio,Centro,5.0,2.61,1.87,C,0.23,1.03,Sí
27824,2024-06-07,6,H013,Piso,Centro,6.0,4.31,1.74,C,0.23,1.39,No
27825,2024-04-14,4,H031,Adosado,Centro,10.0,3.68,3.51,A,0.2,1.44,No
27826,2024-08-16,8,H017,Adosado,Sur,9.0,4.56,,C,0.23,1.65,Sí
27827,2024-08-04,8,H006,Chalet,Sur,13.0,7.94,2.7,C,0.23,2.45,No
27828,2024-09-20,9,H024,Estudio,Sur,,1.79,,A,0.2,0.91,No
27829,2024-02-18,2,H055,Piso,Centro,7.0,5.19,1.69,A,0.2,1.38,No
27830,2024-12-17,12,H052,Estudio,Centro,8.0,3.54,4.26,C,0.23,1.79,No
27831,2024-05-02,5,H013,Adosado,Norte,9.0,5.74,3.28,A,0.2,1.8,No
27832,2024-10-29,10,H021,Piso,Centro,7.0,4.03,3.45,B,0.18,1.35,No
27833,2024-01-25,1,H024,Piso,Sur,7.0,3.26,2.53,C,0.23,,No
27834,2024-05-10,5,H054,Chalet,Sur,12.0,7.61,2.32,A,0.2,1.99,Sí
27835,2024-08-11,8,H056,Piso,Sur,9.0,4.05,3.45,B,0.18,1.35,No
27836,2024-04-08,4,H022,Adosado,Norte,8.0,5.22,2.79,A,0.2,1.6,No
27837,2024-12-17,12,H029,Adosado,Costa,8.0,5.52,1.67,B,0.18,1.29,No
27838,2024-10-16,10,H024,Piso,Sur,7.0,3.27,2.39,A,0.2,1.13,No
27839,2024-07-15,7,H044,Estudio,Costa,8.0,2.63,2.12,C,0.23,1.09,No
27840,2024-04-18,4,H012,Piso,Norte,5.0,2.54,2.9,A,0.2,1.09,No
27841,2024-12-13,12,H020,Chalet,Centro,15.0,6.53,3.3,A,0.2,1.97,No
27842,2024-08-07,8,H042,Chalet,Sur,12.0,8.0,4.39,A,0.2,2.48,No
27843,2024-09-20,9,H034,Piso,Centro,6.0,4.34,3.27,C,0.23,1.75,Sí
27844,2024-07-26,7,H015,Chalet,Centro,10.0,7.75,1.64,A,0.2,1.88,No
27845,2024-11-14,11,H051,Estudio,Centro,4.0,1.83,2.55,B,0.18,0.79,No
27846,2024-03-22,3,H053,Chalet,Sur,12.0,6.73,2.2,A,0.2,1.79,No
27847,2024-01-25,1,H004,Chalet,Centro,12.0,7.51,2.48,B,0.18,1.8,No
27848,2024-07-04,7,H053,Piso,Norte,7.0,3.73,3.44,A,0.2,1.43,No
27849,2024-01-08,1,H014,Adosado,Centro,7.0,5.12,2.1,A,0.2,1.44,No
27850,2024-05-03,5,H001,Estudio,Norte,4.0,2.53,3.15,A,0.2,1.14,No
27851,2024-05-28,5,H033,Piso,Costa,8.0,3.84,1.43,A,0.2,1.05,No
27852,2024-04-07,4,H060,Adosado,Costa,8.0,5.53,1.76,A,0.2,1.46,No
27853,2024-08-03,8,H050,Piso,Costa,7.0,3.9,2.52,C,0.23,,No
27854,2024-04-10,4,H047,Chalet,Sur,10.0,6.86,3.63,A,0.2,2.1,Sí
27855,2024-08-05,8,H043,Piso,Sur,6.0,3.25,2.37,C,0.23,1.29,No
27856,2024-09-15,9,H050,Piso,Sur,,4.29,3.48,B,0.18,1.4,No
27857,2024-12-21,12,H029,Adosado,Norte,8.0,5.48,4.98,A,0.2,2.09,No
27858,2024-01-11,1,H056,Adosado,Norte,9.0,5.56,4.42,B,0.18,1.8,No
27859,2024-02-28,2,H010,Piso,Sur,9.0,3.81,,A,0.2,1.23,No
27860,2024-09-06,9,H036,Adosado,Centro,7.0,6.05,2.31,C,0.23,1.92,No
27861,2024-05-19,5,H014,Chalet,Sur,14.0,6.59,3.07,B,0.18,1.74,Sí
27862,2024-11-30,11,H022,Adosado,Norte,,4.96,4.96,A,0.2,1.98,No
27863,2024-02-07,2,H050,Chalet,Norte,12.0,7.66,3.18,B,0.18,1.95,No
27864,2024-05-01,5,H033,Piso,Centro,8.0,4.87,2.38,B,0.18,1.3,No
27865,2024-03-05,3,H028,Chalet,Norte,11.0,6.99,2.89,C,0.23,2.27,No
27866,2024-05-25,5,H007,Piso,Sur,6.0,4.79,4.16,A,0.2,1.79,No
27867,2024-10-28,10,H036,Piso,Costa,8.0,4.25,4.05,C,0.23,1.91,No
27868,2024-05-04,5,H036,Piso,Sur,8.0,3.38,2.82,B,0.18,1.12,No
27869,2024-11-07,11,H050,Piso,Norte,5.0,3.03,4.85,A,0.2,1.58,No
27870,2024-07-09,7,H041,Piso,Norte,6.0,3.66,4.12,A,0.2,1.56,No
27871,2024-09-19,9,H034,Chalet,Sur,15.0,7.97,2.41,A,0.2,2.08,No
27872,2024-12-26,12,H037,Estudio,Costa,8.0,3.41,2.89,B,0.18,1.13,No
27873,2024-10-22,10,H006,Adosado,Costa,9.0,5.5,2.93,B,0.18,1.52,No
27874,2024-06-30,6,H035,Piso,Sur,9.0,4.41,3.43,C,0.23,1.8,No
27875,2024-06-07,6,H027,Chalet,Norte,12.0,9.51,,B,0.18,2.31,No
27876,2024-12-18,12,H030,Adosado,Centro,9.0,4.64,2.66,B,0.18,1.31,No
27877,2024-11-03,11,H032,Adosado,Centro,8.0,5.56,2.3,C,0.23,1.81,No
27878,2024-10-13,10,H019,Piso,Norte,6.0,4.64,5.24,A,0.2,1.98,No
27879,2024-06-10,6,H022,Chalet,Costa,13.0,7.05,2.43,A,0.2,1.9,No
27880,2024-09-19,9,H021,Piso,Sur,5.0,3.84,2.14,A,0.2,1.2,No
27881,2024-08-04,8,H005,Adosado,Norte,12.0,4.56,2.74,C,0.23,1.68,Sí
27882,2024-06-29,6,H021,Piso,Sur,7.0,4.19,,C,0.23,1.83,Sí
27883,2024-03-31,3,H041,Piso,Sur,6.0,4.45,2.47,C,0.23,1.59,No
27884,2024-01-17,1,H056,Chalet,Costa,12.0,7.78,2.6,B,0.18,1.87,No
27885,2024-05-04,5,H020,Adosado,Costa,10.0,5.99,2.0,A,0.2,1.6,No
27886,2024-09-16,9,H038,Piso,Sur,6.0,3.71,2.47,B,0.18,1.11,No
27887,2024-12-20,12,H031,Piso,Sur,7.0,3.38,4.0,A,0.2,1.48,No
27888,2024-08-01,8,H037,Chalet,Norte,15.0,7.25,3.37,C,0.23,2.44,Sí
27889,2024-08-26,8,H059,Estudio,Norte,5.0,0.76,2.94,B,0.18,0.67,No
27890,2024-06-28,6,H006,Piso,Centro,7.0,3.84,,C,0.23,1.32,No
27891,2024-06-20,6,H031,Adosado,Centro,8.0,4.39,2.17,B,0.18,1.18,No
27892,2024-05-22,5,H047,Piso,Sur,6.0,3.19,3.16,B,0.18,1.14,No
27893,2024-11-12,11,H043,Estudio,Norte,3.0,1.7,5.2,C,0.23,1.59,No
27894,2024-08-31,8,H024,Piso,Costa,8.0,3.23,5.34,B,0.18,1.54,No
27895,2024-08-19,8,H054,Piso,Centro,7.0,4.41,1.85,B,0.18,1.13,No
27896,2024-06-20,6,H054,Piso,Centro,7.0,4.9,2.87,A,0.2,1.55,Sí
27897,2024-10-03,10,H018,Piso,Centro,6.0,4.73,3.22,B,0.18,1.43,No
27898,2024-03-17,3,H055,Piso,Sur,6.0,5.16,2.73,A,0.2,1.58,Sí
27899,2024-10-29,10,H060,Chalet,Norte,11.0,7.64,5.36,A,0.2,2.6,No
27900,2024-11-26,11,H029,Estudio,Centro,7.0,1.84,1.82,A,0.2,0.73,No
27901,2024-02-18,2,H060,Piso,Sur,,5.31,5.58,A,0.2,2.18,No
27902,2024-09-04,9,H051,Chalet,Norte,17.0,7.06,5.99,A,0.2,2.61,Sí
27903,2024-10-09,10,H012,Adosado,Sur,8.0,4.36,3.67,B,0.18,1.45,No
27904,2024-10-13,10,H012,Piso,Sur,7.0,4.05,3.01,C,0.23,1.62,No
27905,2024-02-01,2,H029,Piso,Costa,5.0,2.64,2.65,A,0.2,1.06,No
27906,2024-06-06,6,H007,Estudio,Costa,8.0,2.23,3.29,B,0.18,0.99,Sí
27907,2024-01-18,1,H016,Piso,Norte,6.0,4.25,3.14,B,0.18,1.33,No
27908,2024-03-03,3,H012,Chalet,Sur,14.0,7.84,4.16,A,0.2,2.4,No
27909,2024-05-07,5,H021,Adosado,Norte,8.0,4.75,4.06,C,0.23,2.03,No
27910,2024-01-16,1,H004,Piso,Sur,9.0,4.84,3.18,A,0.2,1.6,No
27911,2024-06-11,6,H042,Estudio,Centro,5.0,2.75,2.96,B,0.18,1.03,No
27912,2024-09-07,9,H060,Chalet,Norte,13.0,7.73,3.37,A,0.2,2.22,Sí
27913,2024-05-16,5,H017,Estudio,Norte,4.0,2.89,3.24,A,0.2,1.23,No
27914,2024-11-13,11,H028,Chalet,Centro,13.0,6.92,3.0,A,0.2,1.98,No
27915,2024-10-21,10,H031,Piso,Norte,7.0,4.62,3.0,A,0.2,1.52,No
27916,2024-06-27,6,H047,Adosado,Centro,9.0,5.45,3.24,B,0.18,1.56,No
27917,2024-08-16,8,H008,Estudio,Centro,6.0,1.28,2.11,A,0.2,0.68,No
27918,2024-06-28,6,H046,Piso,Sur,5.0,3.56,2.49,C,0.23,1.39,No
27919,2024-03-12,3,H050,Adosado,Norte,8.0,5.34,4.55,C,0.23,2.27,No
27920,2024-11-13,11,H026,Chalet,Norte,13.0,7.65,3.73,B,0.18,2.05,Sí
27921,2024-03-23,3,H040,Piso,Sur,5.0,4.55,2.12,A,0.2,1.33,No
27922,2024-05-15,5,H046,Piso,Costa,6.0,5.26,,B,0.18,1.4,No
27923,2024-08-05,8,H055,Piso,Centro,7.0,3.76,2.03,B,0.18,1.04,No
27924,2024-04-18,4,H048,Adosado,Centro,9.0,6.69,1.98,B,0.18,1.56,No
27925,2024-04-28,4,H031,Piso,Costa,6.0,3.88,2.9,C,0.23,1.56,No
27926,2024-01-18,1,H019,Chalet,Norte,12.0,7.93,4.72,A,0.2,2.53,No
27927,2024-11-27,11,H059,Chalet,Centro,10.0,8.18,,A,0.2,2.39,No
27928,2024-06-02,6,H007,Chalet,Norte,12.0,8.44,5.49,C,0.23,3.2,No
27929,2024-01-11,1,H049,Estudio,Norte,3.0,3.17,3.26,A,0.2,1.29,Sí
27930,2024-05-17,5,H005,Adosado,Centro,9.0,6.04,4.02,C,0.23,2.31,No
27931,2024-03-02,3,H013,Chalet,Sur,12.0,8.19,2.74,A,0.2,2.19,Sí
27932,2024-03-11,3,H018,Adosado,Costa,9.0,5.03,1.99,A,0.2,1.4,No
27933,2024-03-01,3,H018,Adosado,Sur,7.0,5.47,2.62,C,0.23,,No
27934,2024-05-11,5,H051,Adosado,Norte,10.0,6.39,2.81,A,0.2,1.84,No
