"","longitude","latitude","price","room_type","minimum_nights","number_of_reviews","review_scores_value","calculated_host_listings_count","bedrooms","reviews_per_month","beds","accommodates","availability_30","availability_60","availability_90","instant_bookable","Distancia_Centro","Distancia_Norte","Distancia_Sur","logprice","tv_ports","phone_ports","Vecinos","Piso","ventanas"
"4120",-3.70684,40.40967,40,"Entire home/apt",3,121,10,3,2,4.25,4,6,1,14,44,"t",0.8,7.2,2.6,3.68887945411394,3,2,2,4,2
"4121",-3.70189,40.41011,36,"Entire home/apt",2,154,9,1,1,5.4,1,2,14,44,74,"t",0.7,7.1,2.9,3.58351893845611,3,2,1,4,1
"4122",-3.71213,40.43611,72,"Entire home/apt",1,48,9,3,1,1.74,2,4,0,0,0,"t",2.3,4.7,5.1,4.27666611901606,3,3,2,5,3
"4123",-3.67464,40.40502,70,"Entire home/apt",2,5,9,1,2,0.19,3,5,0,0,0,"t",2.8,7.5,4.5,4.24849524204936,2,3,1,5,4
"4124",-3.68913,40.42064,333,"Entire home/apt",3,57,10,8,3,2,3,9,0,0,0,"f",1.3,5.7,4.4,5.80814248998044,1,2,1,2,5
"4125",-3.70423,40.42263,113,"Entire home/apt",2,51,9,2,2,1.87,2,4,17,17,17,"f",0.7,5.8,3.9,4.72738781871234,2,1,1,6,5
"4126",-3.69991,40.42175,64,"Entire home/apt",3,96,10,1,1,3.36,1,3,30,60,90,"t",0.6,5.8,4,4.15888308335967,1,2,2,3,2
"4127",-3.69844,40.44633,179,"Entire home/apt",2,18,9,16,3,0.67,5,6,0,0,0,"t",3.3,3.1,6.5,5.18738580584075,4,3,3,1,4
"4128",-3.69498,40.40526,197,"Entire home/apt",3,76,9,5,3,2.69,3,6,0,0,0,"f",1.5,7.5,2.9,5.28320372873799,3,4,1,1,3
"4129",-3.69985,40.41287,62,"Entire home/apt",3,119,10,2,1,4.2,2,4,12,42,72,"f",0.5,6.7,3.2,4.12713438504509,1,2,1,3,4
"4130",-3.67621,40.44802,90,"Entire home/apt",2,13,10,1,2,0.46,2,4,0,7,37,"f",4.2,2.7,7.5,4.49980967033027,1,3,1,5,3
"4131",-3.67061,40.42456,65,"Entire home/apt",1,22,9,30,1,0.78,2,4,25,55,85,"t",2.9,5.4,5.9,4.17438726989564,1,3,2,3,1
"4132",-3.71003,40.42933,151,"Entire home/apt",2,84,10,2,4,2.99,6,7,14,44,74,"t",1.5,5.3,4.4,5.01727983681492,1,1,2,4,6
"4133",-3.69739,40.44309,78,"Entire home/apt",5,16,9,1,1,0.58,1,2,28,58,88,"f",3,3.4,6.2,4.35670882668959,3,3,1,1,2
"4134",-3.69891,40.42453,500,"Entire home/apt",1,6,8,1,2,0.21,2,4,30,60,90,"t",0.9,5.4,4.3,6.21460809842219,3,1,2,2,4
"4135",-3.71254,40.43196,85,"Entire home/apt",2,6,9,1,3,0.21,0,3,29,59,89,"f",1.9,5.1,4.7,4.44265125649032,1,4,3,1,4
"4136",-3.71221,40.42029,62.71,"Entire home/apt",2,13,10,6,1,0.49,2,4,14,14,14,"t",0.9,6.3,3.4,4.13852092455493,2,4,2,1,3
"4137",-3.69664,40.41348,117,"Entire home/apt",3,64,9,11,1,2.26,2,4,30,60,90,"t",0.7,6.6,3.4,4.76217393479776,4,2,1,6,3
"4138",-3.69717,40.41022,73,"Entire home/apt",1,150,9,6,1,5.33,3,4,30,60,90,"t",0.9,7,3.1,4.29045944114839,4,3,3,3,4
"4139",-3.69992,40.40934,62,"Entire home/apt",1,56,9,23,1,1.98,2,3,0,0,0,"f",0.9,7.1,2.9,4.12713438504509,2,3,3,6,4
"4140",-3.65892,40.37864,75,"Entire home/apt",2,37,10,2,2,1.59,3,4,29,59,89,"t",5.7,10.6,5.7,4.31748811353631,3,1,2,6,4
"4141",-3.69795,40.39706,53,"Entire home/apt",2,47,9,7,1,1.67,2,4,14,44,74,"f",2.2,8.4,2.3,3.97029191355212,2,4,1,6,4
"4142",-3.69681,40.42311,77,"Entire home/apt",4,61,9,1,2,2.16,2,4,0,28,58,"t",0.9,5.6,4.3,4.34380542185368,2,2,1,4,5
"4143",-3.70995,40.40941,158,"Entire home/apt",2,37,9,1,3,1.39,5,7,30,60,90,"t",1,7.3,2.4,5.06259503302697,1,2,2,6,3
"4144",-3.70327,40.42601,131,"Entire home/apt",1,17,10,61,1,0.64,2,4,0,0,0,"t",1,5.4,4.3,4.87519732320115,1,2,1,5,1
"4145",-3.70231,40.40889,31,"Entire home/apt",2,113,8,2,1,4.17,1,2,23,53,83,"t",0.9,7.2,2.7,3.43398720448515,4,4,1,5,1
"4146",-3.7206,40.40757,35,"Entire home/apt",2,27,9,1,1,1,1,2,0,0,0,"t",1.8,7.8,1.9,3.55534806148941,2,3,3,2,4
"4147",-3.70805,40.41735,75,"Entire home/apt",2,97,10,1,2,3.57,4,6,27,54,84,"t",0.4,6.4,3.2,4.31748811353631,1,2,3,1,4
"4148",-3.66024,40.38021,75,"Entire home/apt",2,47,9,2,2,1.67,3,4,29,59,89,"t",5.5,10.4,5.6,4.31748811353631,3,4,3,6,4
"4149",-3.71706,40.42099,85,"Entire home/apt",5,44,10,1,1,1.58,2,3,0,0,0,"f",1.3,6.4,3.4,4.44265125649032,1,1,2,3,1
"4150",-3.69792,40.42186,110,"Entire home/apt",2,59,9,1,2,2.09,5,6,19,49,79,"t",0.7,5.7,4.1,4.70048036579242,1,3,1,3,5
"4151",-3.69279,40.40911,126,"Entire home/apt",2,95,10,3,3,3.38,4,8,26,56,86,"t",1.2,7,3.3,4.83628190695148,2,4,3,4,6
"4152",-3.6898,40.46711,67,"Entire home/apt",1,5,8,2,1,0.18,3,3,0,0,0,"f",5.7,0.8,9,4.20469261939097,2,3,1,6,3
"4153",-3.70298,40.4135,59,"Entire home/apt",1,43,9,17,1,1.57,3,5,23,53,83,"t",0.4,6.7,3.1,4.07753744390572,3,2,2,5,4
"4154",-3.68721,40.38717,39,"Entire home/apt",1,107,9,6,1,3.81,4,4,25,55,85,"t",3.6,9.4,3.2,3.66356164612965,4,3,3,4,2
"4155",-3.68763,40.38726,36,"Entire home/apt",1,151,9,6,1,5.35,3,4,28,58,88,"t",3.5,9.4,3.1,3.58351893845611,1,2,2,6,4
"4156",-3.7053,40.40678,60,"Entire home/apt",2,41,9,1,1,1.46,2,3,29,59,89,"t",1.1,7.5,2.4,4.0943445622221,3,3,2,2,3
"4157",-3.70631,40.4149,146,"Entire home/apt",2,83,9,3,3,3.01,4,8,30,60,90,"t",0.3,6.7,3.1,4.98360662170834,3,2,2,4,3
"4158",-3.70707,40.41141,85,"Entire home/apt",3,80,10,2,3,2.88,4,6,11,11,11,"t",0.7,7,2.7,4.44265125649032,3,3,2,3,4
"4159",-3.70738,40.44806,146,"Entire home/apt",1,4,9,20,3,0.15,4,6,30,60,90,"f",3.5,3.4,6.5,4.98360662170834,2,2,3,2,6
"4160",-3.70118,40.42146,151,"Entire home/apt",3,24,9,117,3,0.91,3,6,29,59,89,"t",0.6,5.8,3.9,5.01727983681492,1,3,2,3,3
"4161",-3.70887,40.4216,250,"Entire home/apt",2,112,9,3,3,4.02,3,6,27,57,87,"t",0.7,6,3.7,5.52146091786225,1,4,3,1,6
"4162",-3.66944,40.43659,61,"Entire home/apt",2,98,9,3,1,3.53,1,4,0,0,0,"t",3.6,4.1,6.9,4.11087386417331,4,2,2,5,1
"4163",-3.70298,40.4135,67,"Entire home/apt",1,24,9,17,2,0.9,4,5,1,1,1,"t",0.4,6.7,3.1,4.20469261939097,3,3,2,3,4
"4164",-3.70722,40.42503,150,"Entire home/apt",3,46,10,10,3,1.66,4,6,0,0,0,"t",1,5.6,4.1,5.01063529409626,1,4,2,3,6
"4165",-3.69497,40.42396,100,"Entire home/apt",5,2,10,2,2,0.1,3,4,30,60,90,"f",1.1,5.4,4.4,4.60517018598809,1,4,2,1,4
"4166",-3.69831,40.42088,102,"Entire home/apt",2,80,9,1,1,2.88,1,4,0,0,0,"t",0.6,5.8,4,4.62497281328427,2,4,1,4,3
"4167",-3.70744,40.42761,51,"Entire home/apt",1,184,9,1,2,6.56,2,4,14,44,74,"t",1.3,5.4,4.3,3.93182563272433,3,4,1,1,5
"4168",-3.68181,40.4226,106,"Entire home/apt",1,39,9,1,1,1.39,2,3,0,0,13,"t",1.9,5.5,5,4.66343909411207,4,3,2,2,1
"4169",-3.71145,40.41916,399,"Entire home/apt",2,14,9,4,2,0.52,4,8,29,59,89,"t",0.7,6.4,3.3,5.98896141688986,4,4,2,5,2
"4170",-3.70912,40.42163,166,"Entire home/apt",1,1,10,61,1,0.09,2,4,30,48,48,"t",0.7,6,3.6,5.11198778835654,1,3,2,5,4
"4171",-3.69655,40.39344,66,"Entire home/apt",2,44,9,1,2,1.58,2,4,29,59,89,"t",2.7,8.8,2.4,4.18965474202643,4,1,2,4,3
"4172",-3.70562,40.42022,247,"Entire home/apt",5,21,9,1,6,0.75,6,9,0,0,26,"t",0.4,6.1,3.6,5.50938833662798,1,4,2,4,9
"4173",-3.6997,40.42108,58,"Entire home/apt",2,12,9,1,1,0.43,2,3,0,0,0,"t",0.6,5.8,3.9,4.06044301054642,1,4,2,4,2
"4174",-3.69243,40.38732,97,"Entire home/apt",3,90,10,1,1,3.3,2,4,14,44,61,"t",3.4,9.4,2.7,4.57471097850338,4,1,1,2,4
"4175",-3.70217,40.41873,73,"Entire home/apt",3,51,9,19,2,1.83,3,6,30,60,90,"t",0.2,6.1,3.6,4.29045944114839,4,3,2,4,4
"4176",-3.70503,40.45039,38,"Entire home/apt",2,26,9,1,1,1.58,1,2,15,45,75,"f",3.7,3.1,6.8,3.63758615972639,4,1,2,6,1
"4177",-3.70298,40.4135,59,"Entire home/apt",1,52,9,17,2,1.91,4,5,15,45,75,"t",0.4,6.7,3.1,4.07753744390572,1,3,2,3,2
"4178",-3.69134,40.43352,66,"Entire home/apt",5,3,9,20,1,0.11,1,1,0,0,0,"f",2.1,4.3,5.5,4.18965474202643,1,2,3,6,3
"4179",-3.70043,40.41479,67,"Entire home/apt",1,7,9,213,2,0.26,3,6,29,59,89,"t",0.3,6.5,3.3,4.20469261939097,3,3,1,3,2
"4181",-3.71042,40.42653,41,"Entire home/apt",3,28,10,1,1,1.03,1,2,0,0,0,"t",1.2,5.6,4.1,3.71357206670431,1,3,1,4,3
"4182",-3.70279,40.42043,65,"Entire home/apt",1,106,10,3,1,3.86,2,2,30,60,90,"t",0.4,6,3.8,4.17438726989564,1,1,2,2,3
"4183",-3.70388,40.42155,122,"Entire home/apt",2,10,10,3,1,0.37,1,3,4,10,33,"t",0.5,5.9,3.8,4.80402104473326,2,1,1,2,2
"4184",-3.70452,40.42152,107,"Entire home/apt",2,9,10,3,1,0.33,1,2,0,0,0,"t",0.5,5.9,3.8,4.67282883446191,1,2,2,6,4
"4186",-3.70298,40.42188,122,"Entire home/apt",2,7,10,3,1,0.26,2,3,27,57,87,"t",0.6,5.8,3.9,4.80402104473326,2,3,1,1,3
"4187",-3.71062,40.40733,139,"Entire home/apt",1,2,8,2,2,0.07,3,7,0,0,0,"t",1.2,7.6,2.2,4.93447393313069,1,4,2,3,4
"4188",-3.63613,40.42467,160,"Entire home/apt",2,1,6,1,2,0.06,3,5,0,0,0,"f",5.8,6.6,8.4,5.07517381523383,3,4,1,2,5
"4189",-3.71334,40.41177,112,"Entire home/apt",2,9,9,18,1,0.38,1,4,0,0,0,"t",1,7.2,2.5,4.71849887129509,4,4,3,5,3
"4190",-3.74519,40.38675,75,"Entire home/apt",2,28,10,1,2,1,2,4,0,0,0,"f",4.9,10.9,1.8,4.31748811353631,4,4,2,1,5
"4191",-3.714,40.40835,46,"Entire home/apt",5,26,9,4,2,1.03,3,4,0,13,43,"t",1.3,7.6,2.1,3.8286413964891,1,3,2,1,3
"4192",-3.68239,40.42344,69,"Entire home/apt",3,8,10,2,1,0.3,1,2,29,59,89,"t",1.9,5.4,5.1,4.23410650459726,2,2,3,1,4
"4193",-3.68413,40.42385,69,"Entire home/apt",3,3,9,2,1,0.19,1,2,29,59,89,"f",1.8,5.3,5,4.23410650459726,3,3,2,4,3
"4194",-3.69056,40.40474,104,"Entire home/apt",1,127,10,2,2,4.63,7,15,0,0,0,"t",1.7,7.5,3.2,4.64439089914137,4,2,2,3,5
"4195",-3.70298,40.4135,80,"Entire home/apt",1,22,9,17,2,0.86,4,5,30,60,90,"t",0.4,6.7,3.1,4.38202663467388,3,4,1,4,3
"4196",-3.67507,40.42879,123,"Entire home/apt",2,38,9,1,2,1.38,3,4,0,0,0,"t",2.7,4.8,5.9,4.81218435537242,2,3,1,5,4
"4197",-3.69296,40.45476,60,"Entire home/apt",2,31,10,1,1,1.12,1,4,2,32,62,"t",4.3,2.1,7.6,4.0943445622221,2,4,2,1,1
"4198",-3.70074,40.41232,364,"Entire home/apt",2,37,10,1,4,1.36,6,10,30,60,90,"f",0.5,6.8,3.1,5.89715386763674,4,4,1,1,7
"4199",-3.69819,40.43278,104,"Entire home/apt",3,57,10,1,2,2.07,3,4,0,0,0,"f",1.8,4.5,5.2,4.64439089914137,4,4,1,3,3
"4200",-3.70041,40.4153,66.86,"Entire home/apt",1,3,9,213,2,0.11,3,6,29,59,89,"t",0.3,6.5,3.4,4.20260088099195,1,2,2,2,3
"4201",-3.70557,40.41188,51,"Entire home/apt",1,24,8,17,1,0.9,2,4,27,52,82,"t",0.6,7,2.8,3.93182563272433,3,4,2,5,2
"4202",-3.69145,40.42617,56,"Entire home/apt",1,6,8,213,2,0.26,2,4,22,38,68,"t",1.5,5.1,4.8,4.02535169073515,4,3,2,6,3
"4203",-3.70557,40.41188,51,"Entire home/apt",1,27,9,17,1,0.99,2,4,30,60,90,"t",0.6,7,2.8,3.93182563272433,1,4,1,6,3
"4204",-3.70557,40.41188,59,"Entire home/apt",1,44,10,17,1,1.67,2,4,30,60,90,"t",0.6,7,2.8,4.07753744390572,3,1,3,2,2
"4205",-3.70981,40.42135,214,"Entire home/apt",2,7,9,15,5,0.29,8,14,0,0,0,"f",0.8,6.1,3.6,5.36597601502185,2,3,3,4,5
"4206",-3.75369,40.40535,55,"Entire home/apt",7,55,9,1,2,1.97,3,4,14,14,14,"t",4.5,9.5,3,4.00733318523247,3,3,1,1,5
"4207",-3.70042,40.41252,115,"Entire home/apt",1,40,9,13,1,1.43,2,4,30,60,87,"f",0.5,6.8,3.1,4.74493212836325,2,1,1,2,4
"4208",-3.67987,40.45945,99,"Entire home/apt",3,49,10,1,2,1.76,4,6,13,43,58,"t",5.2,1.4,8.5,4.59511985013459,2,4,3,4,4
"4209",-3.70759,40.41121,43,"Entire home/apt",1,115,9,3,1,4.19,2,4,15,45,75,"t",0.7,7.1,2.7,3.76120011569356,3,3,3,4,2
"4210",-3.70851,40.41169,219,"Entire home/apt",1,141,9,3,2,5.14,3,6,29,59,89,"t",0.7,7,2.7,5.3890717298165,4,3,1,1,2
"4211",-3.69905,40.41516,124,"Entire home/apt",1,19,9,213,3,0.71,3,6,0,0,0,"t",0.4,6.5,3.4,4.82028156560504,1,1,3,6,5
"4212",-3.70788,40.41209,310,"Entire home/apt",1,11,9,30,1,0.55,2,4,0,0,17,"t",0.6,7,2.7,5.73657229747919,1,4,1,2,2
"4213",-3.71147,40.40977,46,"Entire home/apt",4,77,9,11,2,2.8,2,3,3,20,50,"t",1,7.3,2.4,3.8286413964891,3,1,2,2,3
"4214",-3.62677,40.38102,62,"Entire home/apt",1,102,10,1,3,3.72,3,5,6,6,6,"t",7.6,11.2,8.3,4.12713438504509,4,2,1,3,5
"4215",-3.67471,40.44556,65,"Entire home/apt",1,4,10,1,1,0.14,1,2,0,0,0,"f",4,3,7.4,4.17438726989564,4,3,2,5,4
"4216",-3.70557,40.41188,47,"Entire home/apt",1,33,9,17,1,1.24,2,4,18,48,78,"t",0.6,7,2.8,3.85014760171006,1,1,3,1,2
"4217",-3.7061,40.41503,60,"Entire home/apt",1,8,9,17,1,0.3,1,4,0,0,0,"t",0.3,6.6,3.1,4.0943445622221,3,1,1,5,1
"4218",-3.70779,40.42211,103,"Entire home/apt",1,203,9,61,3,7.54,4,7,26,52,78,"t",0.7,5.9,3.7,4.63472898822964,3,4,3,6,4
"4219",-3.70128,40.41329,56,"Entire home/apt",1,12,9,17,1,0.44,2,4,30,60,90,"t",0.4,6.7,3.2,4.02535169073515,2,2,1,2,4
"4220",-3.70068,40.42119,63,"Entire home/apt",4,80,10,1,1,3,2,3,0,14,44,"f",0.5,5.8,3.9,4.14313472639153,4,4,1,6,2
"4221",-3.69983,40.40997,50.21,"Entire home/apt",3,55,9,1,2,1.99,2,4,30,60,90,"t",0.8,7,3,3.91621421004661,2,1,3,5,2
"4222",-3.70128,40.41329,56,"Entire home/apt",1,26,8,17,1,0.98,2,4,30,60,90,"t",0.4,6.7,3.2,4.02535169073515,4,1,2,3,1
"4223",-3.70128,40.41329,43,"Entire home/apt",1,13,8,17,1,0.49,0,2,30,60,90,"t",0.4,6.7,3.2,3.76120011569356,3,2,3,2,3
"4224",-3.70098,40.42152,65,"Entire home/apt",1,15,8,17,2,0.6,3,5,14,44,74,"t",0.6,5.8,3.9,4.17438726989564,4,2,3,3,4
"4225",-3.68386,40.4078,62,"Entire home/apt",2,78,10,1,1,2.87,3,4,30,60,90,"t",1.9,7.1,3.9,4.12713438504509,2,3,2,5,3
"4227",-3.70172,40.46675,48,"Entire home/apt",1,2,7,1,1,0.08,1,2,0,0,0,"t",5.6,1.7,8.7,3.87120101090789,4,3,2,2,3
"4228",-3.70244,40.40898,55,"Entire home/apt",3,105,10,1,1,3.8,1,2,30,60,77,"f",0.9,7.2,2.7,4.00733318523247,1,3,2,5,4
"4229",-3.70245,40.40636,115,"Entire home/apt",4,19,8,10,1,0.79,2,3,0,10,40,"t",1.2,7.5,2.5,4.74493212836325,2,1,1,4,2
"4230",-3.70467,40.42181,60,"Entire home/apt",1,39,10,63,1,1.41,1,4,20,45,72,"t",0.6,5.9,3.8,4.0943445622221,1,3,2,3,3
"4231",-3.71141,40.42658,121,"Entire home/apt",3,42,10,1,2,1.53,3,4,29,59,89,"f",1.3,5.6,4.1,4.79579054559674,1,1,3,4,3
"4232",-3.64423,40.44556,70,"Entire home/apt",7,2,10,11,1,0.1,2,4,29,59,89,"f",5.9,4.4,9.1,4.24849524204936,1,4,1,5,3
"4233",-3.70294,40.40828,117,"Entire home/apt",1,42,8,1,4,1.53,5,8,30,60,90,"t",0.9,7.3,2.6,4.76217393479776,4,3,2,1,4
"4234",-3.70291,40.42416,120,"Entire home/apt",2,15,10,1,1,0.96,1,2,30,60,90,"f",0.8,5.6,4.1,4.78749174278205,3,1,1,3,4
"4235",-3.70685,40.41493,400,"Entire home/apt",2,15,10,1,3,0.56,4,8,0,0,0,"t",0.4,6.7,3,5.99146454710798,3,3,3,1,6
"4236",-3.70911,40.40743,130,"Entire home/apt",2,8,10,1,2,0.3,3,4,29,59,89,"f",1.1,7.5,2.2,4.86753445045558,2,2,3,2,2
"4237",-3.71426,40.42536,64,"Entire home/apt",1,27,9,30,1,0.99,1,4,25,55,85,"t",1.3,5.8,3.9,4.15888308335967,4,3,1,6,1
"4238",-3.70386,40.42078,75,"Entire home/apt",2,37,10,3,1,1.36,1,4,30,49,49,"f",0.5,6,3.7,4.31748811353631,1,1,2,5,2
"4239",-3.70157,40.41089,80,"Entire home/apt",7,12,9,1,2,0.46,3,4,0,0,0,"f",0.7,7,2.9,4.38202663467388,4,3,3,1,2
"4240",-3.70427,40.40867,107,"Entire home/apt",2,14,10,3,1,0.52,3,4,2,2,2,"t",0.9,7.3,2.6,4.67282883446191,4,1,2,5,2
"4241",-3.70351,40.41232,78,"Entire home/apt",2,27,9,1,1,1,1,4,0,0,0,"t",0.5,6.9,3,4.35670882668959,4,4,2,3,4
"4242",-3.67714,40.40263,62,"Entire home/apt",2,64,9,2,2,2.34,2,4,29,59,89,"f",2.7,7.7,4.2,4.12713438504509,3,3,1,2,3
"4243",-3.70092,40.4236,69,"Entire home/apt",2,113,9,58,1,4.13,1,2,17,47,77,"t",0.8,5.6,4.1,4.23410650459726,4,4,3,2,1
"4244",-3.71014,40.41566,41,"Entire home/apt",1,97,9,7,1,3.64,1,2,28,58,88,"t",0.6,6.7,3,3.71357206670431,4,3,3,1,3
"4245",-3.69678,40.41208,60,"Entire home/apt",2,48,9,1,1,1.75,1,3,30,60,77,"t",0.8,6.8,3.3,4.0943445622221,4,2,2,6,3
"4246",-3.6732,40.43694,91,"Entire home/apt",2,4,8,1,2,0.15,2,3,0,0,0,"f",3.4,4,6.7,4.51085950651685,3,2,1,5,4
"4247",-3.69932,40.40904,82,"Entire home/apt",1,105,10,2,1,3.83,1,2,29,59,89,"t",0.9,7.1,2.9,4.40671924726425,2,4,1,3,3
"4248",-3.70592,40.42364,85,"Entire home/apt",2,125,9,1,2,4.65,3,4,29,57,87,"t",0.8,5.7,4,4.44265125649032,1,3,2,5,3
"4249",-3.71533,40.38993,122,"Entire home/apt",1,4,9,20,1,0.22,2,4,30,60,90,"f",3.2,9.5,0.8,4.80402104473326,2,1,3,4,3
"4250",-3.75402,40.36223,72,"Entire home/apt",4,19,10,1,3,0.7,6,5,0,0,0,"f",7.4,13.6,4.1,4.27666611901606,2,2,3,4,3
"4251",-3.70436,40.45598,127,"Entire home/apt",1,1,10,20,2,0.04,5,4,30,60,90,"f",4.4,2.6,7.4,4.84418708645859,4,2,2,5,4
"4252",-3.72853,40.40952,33,"Entire home/apt",2,32,10,1,1,1.59,1,2,16,33,49,"f",2.3,8,2.1,3.49650756146648,3,3,2,2,3
"4253",-3.75969,40.3709,64,"Entire home/apt",2,16,9,2,1,0.59,2,4,23,53,83,"f",7,13,3.7,4.15888308335967,3,3,2,2,2
"4254",-3.69634,40.40733,69,"Entire home/apt",1,3,10,1,2,0.12,3,4,0,0,0,"t",1.2,7.3,3,4.23410650459726,2,2,1,1,2
"4255",-3.70577,40.41382,112,"Entire home/apt",4,65,9,1,2,2.38,3,6,30,46,46,"t",0.4,6.8,3,4.71849887129509,3,3,2,5,5
"4256",-3.68086,40.40534,16,"Entire home/apt",1,118,10,2,1,4.43,2,1,12,31,57,"f",2.3,7.4,4,2.77258872223978,1,4,1,2,2
"4257",-3.68594,40.42657,416,"Entire home/apt",2,66,10,2,2,2.43,3,4,0,0,1,"t",1.8,5,5.1,6.03068526026126,3,3,3,4,2
"4258",-3.70143,40.41006,120,"Entire home/apt",2,5,10,1,2,0.23,2,4,28,58,88,"f",0.8,7.1,2.9,4.78749174278205,2,4,2,3,2
"4259",-3.71356,40.41341,60,"Entire home/apt",2,51,9,2,1,1.88,1,3,15,45,75,"t",0.9,7,2.7,4.0943445622221,4,2,1,6,1
"4260",-3.64369,40.47075,85.71,"Entire home/apt",4,32,10,7,3,1.19,4,7,12,42,72,"t",7.9,3.3,11.2,4.45096950491079,2,2,2,6,4
"4261",-3.69089,40.39169,33,"Entire home/apt",5,54,8,5,1,1.99,1,4,0,0,0,"f",3,9,2.8,3.49650756146648,3,2,1,5,1
"4262",-3.70035,40.40937,94,"Entire home/apt",2,83,10,1,2,3.06,3,6,0,0,0,"f",0.9,7.1,2.9,4.54329478227,2,1,3,6,3
"4263",-3.70045,40.40973,56,"Entire home/apt",7,105,9,1,1,3.85,1,4,0,0,0,"t",0.8,7.1,2.9,4.02535169073515,2,2,3,4,4
"4264",-3.64177,40.38465,98,"Entire home/apt",2,84,9,1,3,3.09,3,7,0,0,0,"t",6.3,10.3,7,4.58496747867057,2,1,3,6,5
"4265",-3.68683,40.47327,57,"Entire home/apt",1,9,9,6,3,0.34,0,6,0,0,0,"t",6.4,0.4,9.7,4.04305126783455,4,1,1,6,5
"4266",-3.69487,40.3963,60,"Entire home/apt",1,22,10,1,1,0.82,1,3,30,60,90,"t",2.4,8.5,2.6,4.0943445622221,2,1,1,4,2
"4267",-3.70409,40.42093,57,"Entire home/apt",1,71,9,2,2,2.61,4,6,0,0,0,"f",0.5,6,3.7,4.04305126783455,3,4,1,6,2
"4268",-3.71447,40.40927,56,"Entire home/apt",2,74,10,1,1,2.74,3,5,0,0,0,"t",1.3,7.5,2.2,4.02535169073515,4,2,3,4,2
"4269",-3.6979,40.42585,41.86,"Entire home/apt",2,65,9,13,2,2.38,3,6,23,53,83,"t",1.1,5.3,4.5,3.73433071701785,3,1,3,1,2
"4270",-3.67157,40.42339,55,"Entire home/apt",7,66,9,1,2,2.44,3,4,0,0,0,"t",2.8,5.5,5.7,4.00733318523247,2,1,3,2,2
"4271",-3.70231,40.40103,61,"Entire home/apt",4,14,10,1,1,0.53,1,3,0,0,0,"f",1.7,8.1,2.2,4.11087386417331,3,3,1,3,3
"4272",-3.70083,40.41064,60,"Entire home/apt",2,4,9,6,1,0.2,2,4,29,59,89,"f",0.7,7,3,4.0943445622221,2,2,2,1,2
"4273",-3.69559,40.40737,82,"Entire home/apt",3,39,9,2,2,1.49,2,5,3,3,3,"t",1.2,7.3,3,4.40671924726425,3,4,1,4,4
"4274",-3.7015,40.4273,39,"Entire home/apt",2,24,10,2,1,0.89,1,1,0,0,0,"t",1.2,5.2,4.5,3.66356164612965,2,2,3,5,1
"4275",-3.70428,40.41761,39,"Entire home/apt",2,3,10,2,1,0.11,1,1,0,0,0,"t",0.1,6.3,3.4,3.66356164612965,3,2,3,4,3
"4276",-3.70667,40.41215,91,"Entire home/apt",3,89,10,1,5,3.28,5,10,27,57,73,"t",0.6,7,2.8,4.51085950651685,2,2,2,4,5
"4277",-3.71328,40.43603,85,"Entire home/apt",4,2,7,3,1,0.08,1,4,0,22,52,"f",2.3,4.8,5.1,4.44265125649032,1,2,3,1,1
"4278",-3.66535,40.42965,64,"Entire home/apt",3,32,8,19,1,1.19,2,4,0,0,0,"t",3.5,4.9,6.6,4.15888308335967,4,4,1,5,2
"4279",-3.70633,40.42408,52,"Entire home/apt",2,86,10,2,1,3.28,1,2,30,60,90,"t",0.9,5.7,4,3.95124371858143,2,3,2,2,1
"4280",-3.70534,40.40935,45,"Entire home/apt",2,15,9,1,2,0.56,2,4,27,57,87,"f",0.8,7.2,2.6,3.80666248977032,2,3,2,5,4
"4281",-3.68648,40.43,386,"Entire home/apt",1,8,10,4,3,0.45,3,5,0,0,0,"t",2.1,4.7,5.4,5.95583736946483,3,1,1,4,6
"4282",-3.69793,40.42399,108,"Entire home/apt",3,21,10,117,2,0.81,3,4,30,60,90,"t",0.9,5.5,4.3,4.68213122712422,4,1,3,3,4
"4283",-3.6559,40.49417,80,"Entire home/apt",2,3,9,1,2,0.12,2,4,0,0,0,"t",9.5,3.4,12.9,4.38202663467388,3,2,2,3,2
"4284",-3.70084,40.44336,80,"Entire home/apt",7,2,8,1,2,0.07,3,4,14,44,74,"f",3,3.5,6.2,4.38202663467388,3,1,1,2,5
"4285",-3.67511,40.45732,300,"Entire home/apt",5,2,10,3,4,0.08,4,7,0,0,0,"f",5.1,1.7,8.5,5.7037824746562,4,4,2,4,7
"4286",-3.70826,40.41688,50,"Entire home/apt",2,8,9,9,1,0.3,2,4,30,60,90,"t",0.4,6.5,3.2,3.91202300542815,4,1,3,1,2
"4287",-3.70342,40.42746,112,"Entire home/apt",5,8,9,4,2,0.3,2,4,24,24,24,"t",1.2,5.2,4.4,4.71849887129509,3,2,1,2,5
"4288",-3.69269,40.40557,49,"Entire home/apt",3,46,8,1,2,1.71,2,4,26,56,86,"t",1.5,7.4,3.1,3.89182029811063,2,3,2,6,5
"4289",-3.70765,40.41291,81,"Entire home/apt",3,18,9,50,1,0.67,2,4,29,59,89,"t",0.6,6.9,2.8,4.39444915467244,2,1,3,1,2
"4290",-3.69925,40.42288,110,"Entire home/apt",7,3,9,1,1,0.11,3,3,28,58,88,"f",0.8,5.6,4.1,4.70048036579242,2,1,3,1,1
